id,type,color
3222,apple,green
3223,cherry,red
3224,apple,red
3225,apple,green
3226,banana,green
3227,apple,green
3228,banana,yellow
3229,banana,yellow
3230,cherry,red
3231,banana,green
3232,cherry,purple
3233,apple,yellow
3234,banana,yellow
3235,banana,green
3236,cherry,red
3237,apple,green
3238,apple,green
3239,banana,yellow
3240,apple,red
3241,banana,yellow
3242,cherry,red
3243,banana,yellow
3244,apple,red
3245,cherry,purple
3246,apple,yellow
3247,apple,green
3248,cherry,purple
3249,apple,green
3250,apple,red
3251,apple,yellow
3252,apple,red
3253,apple,red
3254,apple,red
3255,banana,yellow
3256,apple,green
3257,cherry,red
3258,apple,red
3259,cherry,red
3260,banana,green
3261,apple,green
3262,banana,yellow
3263,cherry,red
3264,banana,yellow
3265,apple,green
3266,apple,red
3267,cherry,purple
3268,cherry,purple
3269,apple,yellow
3270,cherry,red
3271,banana,yellow
3272,apple,yellow
3273,cherry,red
3274,banana,green
3275,apple,yellow
3276,apple,yellow
3277,apple,red
3278,cherry,purple
3279,apple,yellow
3280,apple,yellow
3281,cherry,red
3282,cherry,purple
3283,banana,yellow
3284,banana,green
3285,apple,red
3286,banana,green
3287,cherry,purple
3288,banana,yellow
3289,apple,green
3290,apple,green
3291,banana,green
3292,banana,green
3293,apple,green
3294,apple,green
3295,apple,red
3296,cherry,purple
3297,cherry,purple
3298,apple,yellow
3299,banana,yellow
3300,apple,yellow
3301,banana,yellow
3302,apple,green
3303,banana,yellow
3304,banana,yellow
3305,apple,red
3306,apple,yellow
3307,cherry,purple
3308,apple,green
3309,banana,green
3310,cherry,purple
3311,cherry,purple
3312,apple,yellow
3313,banana,green
3314,cherry,purple
3315,apple,green
3316,apple,green
3317,banana,yellow
3318,banana,yellow
3319,apple,yellow
3320,apple,red
3321,banana,yellow
3322,cherry,purple
3323,banana,green
3324,apple,yellow
3325,banana,yellow
3326,banana,green
3327,cherry,red
3328,apple,green
3329,banana,green
3330,banana,yellow
3331,cherry,red
3332,cherry,red
3333,apple,green
3334,cherry,purple
3335,banana,yellow
3336,apple,yellow
3337,cherry,purple
3338,cherry,red
3339,banana,yellow
3340,apple,green
3341,banana,yellow
3342,banana,green
3343,banana,green
3344,banana,yellow
3345,banana,green
3346,apple,yellow
3347,cherry,purple
3348,cherry,purple
3349,apple,red
3350,banana,yellow
3351,cherry,purple
3352,cherry,red
3353,cherry,purple
3354,apple,green
3355,apple,green
3356,banana,yellow
3357,banana,yellow
3358,apple,green
3359,banana,yellow
3360,cherry,red
3361,apple,red
3362,banana,yellow
3363,banana,green
3364,banana,green
3365,apple,yellow
3366,banana,yellow
3367,cherry,purple
3368,banana,green
3369,banana,green
3370,apple,yellow
3371,apple,green
3372,banana,green
3373,apple,green
3374,apple,green
3375,apple,yellow
3376,cherry,red
3377,cherry,red
3378,apple,red
3379,apple,yellow
3380,banana,yellow
3381,banana,yellow
3382,banana,yellow
3383,banana,green
3384,apple,yellow
3385,banana,yellow
3386,apple,red
3387,banana,green
3388,banana,green
3389,banana,green
3390,apple,green
3391,apple,yellow
3392,banana,yellow
3393,cherry,red
3394,banana,yellow
3395,banana,green
3396,apple,yellow
3397,banana,green
3398,cherry,red
3399,banana,green
3400,banana,yellow
3401,apple,yellow
3402,cherry,purple
3403,banana,yellow
3404,banana,green
3405,apple,green
3406,banana,green
3407,banana,yellow
3408,banana,yellow
3409,apple,red
3410,apple,green
3411,banana,green
3412,banana,yellow
3413,apple,green
3414,apple,green
3415,cherry,purple
3416,banana,yellow
3417,banana,yellow
3418,cherry,purple
3419,cherry,red
3420,cherry,red
3421,apple,green
3422,cherry,purple
3423,cherry,red
3424,apple,yellow
3425,cherry,red
3426,apple,yellow
3427,banana,yellow
3428,banana,green
3429,banana,yellow
3430,apple,red
3431,cherry,purple
3432,apple,yellow
3433,banana,yellow
3434,cherry,red
3435,apple,red
3436,apple,green
3437,banana,green
3438,cherry,red
3439,banana,green
3440,banana,yellow
3441,apple,green
3442,banana,yellow
3443,cherry,red
3444,apple,yellow
3445,apple,green
3446,apple,yellow
3447,apple,yellow
3448,banana,yellow
3449,banana,yellow
3450,apple,green
3451,apple,yellow
3452,apple,yellow
3453,apple,red
3454,cherry,purple
3455,apple,green
3456,cherry,purple
3457,apple,red
3458,apple,red
3459,cherry,purple
3460,cherry,purple
3461,cherry,purple
3462,cherry,purple
3463,banana,green
3464,cherry,purple
3465,banana,yellow
3466,cherry,purple
3467,banana,green
3468,banana,green
3469,banana,yellow
3470,cherry,red
3471,banana,yellow
3472,apple,red
3473,banana,green
3474,banana,yellow
3475,apple,yellow
3476,banana,yellow
3477,cherry,purple
3478,cherry,purple
3479,banana,yellow
3480,apple,yellow
3481,banana,green
3482,cherry,red
3483,apple,green
3484,apple,green
3485,cherry,red
3486,apple,red
3487,cherry,red
3488,cherry,purple
3489,apple,yellow
3490,cherry,red
3491,banana,green
3492,banana,yellow
3493,apple,green
3494,apple,yellow
3495,apple,yellow
3496,banana,green
3497,cherry,purple
3498,apple,yellow
3499,apple,green
3500,apple,green
3501,apple,green
3502,cherry,red
3503,cherry,purple
3504,banana,yellow
3505,banana,green
3506,cherry,red
3507,apple,green
3508,apple,green
3509,cherry,purple
3510,banana,green
3511,apple,green
3512,apple,green
3513,cherry,purple
3514,banana,green
3515,banana,green
3516,apple,yellow
3517,apple,green
3518,cherry,purple
3519,cherry,red
3520,apple,yellow
3521,banana,green
3522,cherry,purple
3523,apple,yellow
3524,apple,red
3525,apple,yellow
3526,banana,green
3527,cherry,red
3528,apple,yellow
3529,banana,yellow
3530,apple,green
3531,apple,red
3532,banana,green
3533,banana,green
3534,apple,green
3535,banana,green
3536,banana,green
3537,cherry,purple
3538,banana,green
3539,cherry,red
3540,banana,green
3541,apple,red
3542,apple,red
3543,apple,green
3544,apple,green
3545,banana,green
3546,apple,green
3547,cherry,purple
3548,banana,yellow
3549,cherry,red
3550,apple,red
3551,apple,green
3552,apple,red
3553,banana,green
3554,banana,yellow
3555,banana,yellow
3556,banana,yellow
3557,banana,yellow
3558,apple,green
3559,banana,green
3560,apple,yellow
3561,cherry,red
3562,apple,yellow
3563,cherry,red
3564,cherry,red
3565,apple,green
3566,cherry,purple
3567,banana,green
3568,banana,yellow
3569,apple,red
3570,banana,green
3571,apple,yellow
3572,cherry,red
3573,apple,red
3574,cherry,purple
3575,apple,red
3576,banana,green
3577,apple,green
3578,apple,green
3579,apple,red
3580,apple,green
3581,apple,yellow
3582,apple,green
3583,banana,green
3584,banana,green
3585,cherry,red
3586,apple,red
3587,cherry,red
3588,banana,green
3589,banana,green
3590,apple,green
3591,cherry,red
3592,banana,green
3593,apple,yellow
3594,apple,green
3595,banana,yellow
3596,cherry,red
3597,apple,green
3598,apple,green
3599,apple,red
3600,banana,green
3601,cherry,purple
3602,apple,red
3603,banana,yellow
3604,banana,green
3605,banana,green
3606,banana,green
3607,apple,yellow
3608,apple,yellow
3609,apple,yellow
3610,banana,yellow
3611,cherry,purple
3612,apple,green
3613,cherry,purple
3614,apple,yellow
3615,banana,green
3616,banana,green
3617,apple,red
3618,apple,red
3619,banana,green
3620,cherry,red
3621,banana,yellow
3622,apple,red
3623,apple,yellow
3624,banana,green
3625,cherry,purple
3626,apple,yellow
3627,apple,yellow
3628,cherry,purple
3629,cherry,red
3630,apple,red
3631,apple,red
3632,banana,yellow
3633,cherry,red
3634,banana,yellow
3635,banana,green
3636,cherry,red
3637,apple,green
3638,apple,green
3639,apple,red
3640,cherry,purple
3641,cherry,purple
3642,apple,green
3643,banana,yellow
3644,apple,green
3645,apple,red
3646,apple,yellow
3647,banana,green
3648,cherry,purple
3649,apple,green
3650,banana,green
3651,apple,red
3652,banana,green
3653,banana,yellow
3654,apple,yellow
3655,banana,green
3656,apple,yellow
3657,cherry,purple
3658,banana,green
3659,apple,green
3660,banana,green
3661,apple,red
3662,banana,green
3663,cherry,purple
3664,apple,green
3665,banana,green
3666,cherry,purple
3667,cherry,red
3668,banana,green
3669,banana,yellow
3670,banana,yellow
3671,apple,red
3672,banana,yellow
3673,cherry,purple
3674,apple,red
3675,banana,yellow
3676,apple,green
3677,apple,red
3678,apple,yellow
3679,apple,red
3680,apple,red
3681,banana,yellow
3682,banana,green
3683,apple,green
3684,cherry,red
3685,cherry,purple
3686,cherry,red
3687,banana,green
3688,cherry,red
3689,cherry,red
3690,cherry,red
3691,banana,yellow
3692,banana,yellow
3693,cherry,red
3694,banana,green
3695,cherry,purple
3696,banana,yellow
3697,apple,green
3698,apple,red
3699,apple,red
3700,banana,green
3701,cherry,red
3702,apple,green
3703,apple,yellow
3704,apple,green
3705,apple,green
3706,apple,yellow
3707,apple,yellow
3708,banana,yellow
3709,apple,green
3710,banana,green
3711,cherry,purple
3712,cherry,purple
3713,apple,red
3714,banana,yellow
3715,apple,green
3716,banana,yellow
3717,banana,green
3718,cherry,red
3719,cherry,red
3720,cherry,purple
3721,banana,green
3722,banana,green
3723,cherry,red
3724,cherry,red
3725,banana,green
3726,banana,green
3727,banana,green
3728,cherry,purple
3729,apple,yellow
3730,apple,yellow
3731,banana,yellow
3732,banana,green
3733,apple,yellow
3734,banana,green
3735,cherry,red
3736,apple,yellow
3737,banana,yellow
3738,cherry,purple
3739,banana,yellow
3740,banana,green
3741,apple,yellow
3742,apple,red
3743,cherry,red
3744,banana,yellow
3745,banana,yellow
3746,cherry,red
3747,apple,green
3748,banana,yellow
3749,banana,yellow
3750,apple,yellow
3751,banana,green
3752,banana,yellow
3753,banana,green
3754,apple,red
3755,banana,yellow
3756,banana,green
3757,apple,yellow
3758,banana,green
3759,cherry,purple
3760,banana,green
3761,banana,green
3762,banana,green
3763,cherry,red
3764,banana,green
3765,banana,yellow
3766,cherry,red
3767,banana,green
3768,banana,yellow
3769,cherry,purple
3770,cherry,red
3771,banana,green
3772,apple,green
3773,banana,yellow
3774,banana,yellow
3775,apple,green
3776,apple,green
3777,apple,red
3778,apple,yellow
3779,banana,green
3780,cherry,red
3781,apple,yellow
3782,banana,yellow
3783,banana,yellow
3784,cherry,purple
3785,banana,green
3786,banana,green
3787,cherry,purple
3788,cherry,red
3789,cherry,purple
3790,cherry,purple
3791,apple,yellow
3792,apple,yellow
3793,banana,green
3794,apple,green
3795,apple,red
3796,cherry,purple
3797,banana,yellow
3798,cherry,red
3799,banana,green
3800,banana,yellow
3801,banana,yellow
3802,apple,yellow
3803,banana,yellow
3804,cherry,red
3805,cherry,red
3806,apple,yellow
3807,apple,red
3808,apple,red
3809,apple,yellow
3810,cherry,purple
3811,apple,yellow
3812,banana,green
3813,banana,green
3814,cherry,red
3815,apple,red
3816,banana,green
3817,apple,red
3818,apple,red
3819,banana,green
3820,apple,green
3821,cherry,red
3822,apple,green
3823,banana,yellow
3824,banana,green
3825,apple,yellow
3826,apple,green
3827,apple,red
3828,banana,green
3829,apple,red
3830,apple,red
3831,cherry,red
3832,banana,green
3833,cherry,purple
3834,apple,green
3835,banana,yellow
3836,banana,green
3837,banana,yellow
3838,apple,yellow
3839,banana,yellow
3840,cherry,red
3841,apple,green
3842,banana,yellow
3843,cherry,red
3844,apple,red
3845,cherry,purple
3846,cherry,purple
3847,apple,green
3848,cherry,purple
3849,banana,yellow
3850,apple,green
3851,apple,green
3852,cherry,purple
3853,cherry,red
3854,banana,green
3855,apple,yellow
3856,banana,yellow
3857,apple,green
3858,banana,yellow
3859,banana,green
3860,cherry,red
3861,banana,green
3862,cherry,purple
3863,banana,green
3864,apple,yellow
3865,cherry,purple
3866,apple,yellow
3867,apple,yellow
3868,apple,red
3869,banana,yellow
3870,cherry,red
3871,banana,green
3872,cherry,red
3873,cherry,red
3874,banana,green
3875,banana,green
3876,cherry,purple
3877,cherry,purple
3878,apple,yellow
3879,cherry,red
3880,banana,yellow
3881,banana,yellow
3882,banana,green
3883,banana,green
3884,apple,yellow
3885,banana,yellow
3886,apple,green
3887,cherry,red
3888,apple,yellow
3889,banana,yellow
3890,apple,yellow
3891,apple,green
3892,banana,green
3893,apple,red
3894,banana,yellow
3895,apple,red
3896,banana,yellow
3897,apple,yellow
3898,cherry,purple
3899,apple,yellow
3900,apple,yellow
3901,banana,green
3902,banana,green
3903,apple,green
3904,banana,yellow
3905,cherry,purple
3906,banana,green
3907,apple,yellow
3908,banana,green
3909,apple,red
3910,cherry,red
3911,apple,green
3912,banana,green
3913,apple,red
3914,apple,yellow
3915,cherry,red
3916,cherry,purple
3917,cherry,red
3918,apple,green
3919,apple,yellow
3920,banana,yellow
3921,banana,yellow
3922,banana,green
3923,cherry,red
3924,apple,red
3925,cherry,red
3926,cherry,red
3927,cherry,purple
3928,cherry,purple
3929,banana,yellow
3930,cherry,red
3931,apple,yellow
3932,apple,red
3933,apple,green
3934,apple,yellow
3935,banana,yellow
3936,apple,red
3937,banana,green
3938,cherry,purple
3939,apple,green
3940,apple,yellow
3941,cherry,red
3942,banana,green
3943,cherry,red
3944,apple,yellow
3945,cherry,purple
3946,banana,yellow
3947,apple,red
3948,banana,yellow
3949,banana,yellow
3950,cherry,red
3951,banana,green
3952,apple,green
3953,banana,green
3954,apple,red
3955,cherry,red
3956,apple,yellow
3957,banana,green
3958,apple,yellow
3959,cherry,red
3960,banana,green
3961,apple,red
3962,banana,yellow
3963,apple,yellow
3964,cherry,red
3965,banana,yellow
3966,cherry,red
3967,cherry,purple
3968,apple,green
3969,banana,green
3970,banana,green
3971,cherry,purple
3972,banana,green
3973,apple,red
3974,banana,yellow
3975,banana,yellow
3976,banana,yellow
3977,banana,yellow
3978,apple,yellow
3979,cherry,purple
3980,cherry,purple
3981,apple,red
3982,cherry,red
3983,apple,red
3984,apple,yellow
3985,apple,green
3986,banana,green
3987,apple,red
3988,apple,green
3989,apple,green
3990,banana,green
3991,cherry,red
3992,apple,red
3993,apple,green
3994,cherry,red
3995,cherry,red
3996,apple,red
3997,apple,red
3998,apple,red
3999,apple,green
4000,banana,green
4001,cherry,red
4002,apple,red
4003,cherry,red
4004,banana,green
4005,apple,green
4006,cherry,red
4007,cherry,red
4008,cherry,purple
4009,cherry,purple
4010,apple,yellow
4011,cherry,red
4012,cherry,purple
4013,apple,red
4014,cherry,red
4015,apple,green
4016,cherry,purple
4017,banana,green
4018,apple,yellow
4019,apple,yellow
4020,banana,green
4021,banana,green
4022,banana,yellow
4023,apple,red
4024,banana,yellow
4025,apple,green
4026,banana,green
4027,banana,green
4028,apple,red
4029,apple,red
4030,apple,yellow
4031,apple,yellow
4032,apple,yellow
4033,banana,green
4034,banana,green
4035,banana,green
4036,apple,green
4037,apple,green
4038,apple,yellow
4039,apple,red
4040,apple,yellow
4041,banana,yellow
4042,cherry,red
4043,apple,red
4044,apple,yellow
4045,apple,red
4046,banana,green
4047,apple,yellow
4048,cherry,red
4049,banana,yellow
4050,cherry,purple
4051,apple,green
4052,apple,green
4053,cherry,purple
4054,cherry,red
4055,banana,yellow
4056,cherry,red
4057,apple,yellow
4058,apple,red
4059,banana,green
4060,banana,green
4061,apple,red
4062,apple,red
4063,banana,green
4064,apple,green
4065,cherry,red
4066,apple,yellow
4067,cherry,purple
4068,cherry,red
4069,banana,green
4070,apple,green
4071,banana,green
4072,cherry,purple
4073,apple,red
4074,banana,yellow
4075,cherry,red
4076,cherry,purple
4077,banana,green
4078,cherry,red
4079,cherry,red
4080,banana,yellow
4081,banana,green
4082,banana,green
4083,banana,green
4084,apple,red
4085,banana,yellow
4086,apple,yellow
4087,banana,yellow
4088,apple,red
4089,cherry,purple
4090,apple,red
4091,apple,yellow
4092,apple,red
4093,apple,red
4094,apple,green
4095,apple,red
4096,apple,green
4097,banana,yellow
4098,apple,red
4099,apple,red
4100,apple,yellow
4101,banana,yellow
4102,banana,green
4103,banana,green
4104,apple,red
4105,cherry,purple
4106,apple,green
4107,banana,yellow
4108,banana,green
4109,banana,yellow
4110,banana,green
4111,banana,green
4112,apple,yellow
4113,cherry,purple
4114,banana,yellow
4115,banana,yellow
4116,cherry,purple
4117,banana,yellow
4118,banana,yellow
4119,apple,red
4120,apple,red
4121,apple,yellow
4122,banana,yellow
4123,banana,yellow
4124,cherry,purple
4125,cherry,red
4126,cherry,red
4127,cherry,purple
4128,banana,yellow
4129,apple,yellow
4130,apple,red
4131,apple,yellow
4132,banana,green
4133,apple,yellow
4134,apple,red
4135,apple,red
4136,apple,yellow
4137,cherry,purple
4138,banana,green
4139,banana,yellow
4140,apple,yellow
4141,apple,green
4142,apple,green
4143,cherry,red
4144,cherry,red
4145,apple,red
4146,banana,green
4147,apple,yellow
4148,cherry,purple
4149,apple,green
4150,apple,yellow
4151,apple,yellow
4152,banana,green
4153,banana,yellow
4154,apple,green
4155,banana,yellow
4156,apple,green
4157,cherry,red
4158,apple,red
4159,apple,red
4160,banana,yellow
4161,apple,red
4162,banana,yellow
4163,apple,red
4164,cherry,red
4165,banana,yellow
4166,banana,yellow
4167,cherry,purple
4168,banana,yellow
4169,banana,green
4170,cherry,red
4171,apple,red
4172,apple,red
4173,apple,yellow
4174,apple,green
4175,apple,red
4176,apple,green
4177,banana,green
4178,apple,red
4179,banana,green
4180,cherry,red
4181,banana,yellow
4182,apple,red
4183,banana,green
4184,banana,yellow
4185,apple,yellow
4186,cherry,purple
4187,cherry,purple
4188,apple,red
4189,banana,green
4190,apple,yellow
4191,banana,yellow
4192,apple,yellow
4193,cherry,red
4194,apple,yellow
4195,banana,yellow
4196,banana,yellow
4197,apple,green
4198,apple,red
4199,apple,yellow
4200,apple,yellow
4201,banana,green
4202,banana,green
4203,apple,green
4204,banana,yellow
4205,banana,green
4206,banana,green
4207,cherry,red
4208,cherry,purple
4209,apple,red
4210,banana,yellow
4211,cherry,red
4212,banana,green
4213,banana,yellow
4214,banana,yellow
4215,apple,green
4216,apple,red
4217,apple,red
4218,cherry,red
4219,apple,yellow
4220,banana,yellow
4221,apple,red
4222,banana,green
4223,apple,yellow
4224,apple,green
4225,apple,red
4226,apple,yellow
4227,banana,yellow
4228,apple,green
4229,apple,green
4230,apple,red
4231,banana,green
4232,banana,green
4233,cherry,purple
4234,apple,green
4235,banana,yellow
4236,cherry,purple
4237,banana,yellow
4238,banana,yellow
4239,apple,green
4240,apple,green
4241,apple,yellow
4242,banana,green
4243,apple,green
4244,apple,red
4245,apple,yellow
4246,banana,green
4247,banana,green
4248,cherry,purple
4249,apple,green
4250,banana,yellow
4251,banana,yellow
4252,cherry,red
4253,apple,yellow
4254,apple,green
4255,cherry,purple
4256,banana,green
4257,banana,green
4258,banana,green
4259,cherry,red
4260,apple,red
4261,cherry,purple
4262,banana,yellow
4263,banana,yellow
4264,apple,green
4265,cherry,red
4266,apple,yellow
4267,banana,yellow
4268,apple,red
4269,banana,green
4270,apple,yellow
4271,cherry,red
4272,banana,yellow
4273,cherry,red
4274,cherry,purple
4275,banana,green
4276,banana,green
4277,cherry,red
4278,apple,yellow
4279,cherry,purple
4280,cherry,purple
4281,banana,green
4282,banana,yellow
4283,cherry,purple
4284,apple,red
4285,cherry,purple
4286,banana,green
4287,banana,yellow
4288,apple,red
4289,banana,yellow
4290,banana,yellow
4291,banana,yellow
4292,apple,red
4293,banana,yellow
4294,apple,green
4295,banana,yellow
4296,cherry,red
4297,apple,red
4298,apple,green
4299,apple,red
4300,banana,green
4301,banana,yellow
4302,apple,green
4303,cherry,red
4304,banana,yellow
4305,apple,yellow
4306,cherry,purple
4307,banana,green
4308,cherry,purple
4309,cherry,purple
4310,apple,yellow
4311,cherry,purple
4312,cherry,purple
4313,banana,green
4314,banana,green
4315,cherry,red
4316,apple,yellow
4317,banana,yellow
4318,apple,red
4319,cherry,purple
4320,cherry,red
4321,apple,yellow
4322,banana,green
4323,banana,yellow
4324,apple,yellow
4325,cherry,purple
4326,apple,green
4327,cherry,purple
4328,banana,yellow
4329,banana,green
4330,banana,yellow
4331,apple,green
4332,cherry,red
4333,banana,green
4334,banana,yellow
4335,cherry,red
4336,apple,red
4337,apple,yellow
4338,cherry,purple
4339,apple,green
4340,cherry,purple
4341,banana,yellow
4342,apple,red
4343,cherry,red
4344,apple,yellow
4345,apple,green
4346,cherry,purple
4347,apple,green
4348,banana,yellow
4349,banana,green
4350,apple,yellow
4351,apple,red
4352,cherry,red
4353,banana,green
4354,cherry,purple
4355,banana,green
4356,cherry,red
4357,apple,green
4358,apple,red
4359,apple,yellow
4360,cherry,red
4361,banana,yellow
4362,cherry,purple
4363,banana,yellow
4364,apple,yellow
4365,banana,green
4366,cherry,purple
4367,cherry,red
4368,banana,yellow
4369,apple,red
4370,banana,green
4371,apple,green
4372,cherry,purple
4373,banana,yellow
4374,banana,yellow
4375,banana,yellow
4376,banana,green
4377,banana,yellow
4378,apple,yellow
4379,banana,yellow
4380,banana,green
4381,apple,green
4382,apple,yellow
4383,apple,yellow
4384,cherry,red
4385,banana,yellow
4386,cherry,red
4387,cherry,purple
4388,apple,yellow
4389,cherry,red
4390,cherry,purple
4391,apple,yellow
4392,banana,green
4393,cherry,purple
4394,apple,yellow
4395,apple,yellow
4396,cherry,purple
4397,apple,green
4398,cherry,red
4399,cherry,purple
4400,banana,yellow
4401,banana,green
4402,banana,green
4403,cherry,red
4404,apple,yellow
4405,apple,yellow
4406,apple,yellow
4407,cherry,red
4408,banana,yellow
4409,apple,green
4410,banana,yellow
4411,cherry,red
4412,apple,green
4413,apple,red
4414,apple,yellow
4415,banana,green
4416,cherry,purple
4417,apple,red
4418,apple,green
4419,apple,yellow
4420,cherry,purple
4421,cherry,red
4422,cherry,purple
4423,apple,yellow
4424,banana,yellow
4425,apple,red
4426,apple,yellow
4427,banana,yellow
4428,apple,yellow
4429,cherry,purple
4430,apple,yellow
4431,apple,yellow
4432,apple,green
4433,cherry,purple
4434,apple,red
4435,apple,red
4436,banana,yellow
4437,banana,yellow
4438,apple,yellow
4439,cherry,purple
4440,apple,yellow
4441,banana,yellow
4442,cherry,red
4443,cherry,red
4444,apple,yellow
4445,banana,yellow
4446,banana,green
4447,apple,red
4448,banana,yellow
4449,apple,green
4450,cherry,red
4451,apple,red
4452,banana,green
4453,cherry,red
4454,banana,yellow
4455,apple,red
4456,cherry,purple
4457,banana,green
4458,apple,green
4459,banana,green
4460,banana,yellow
4461,banana,yellow
4462,apple,red
4463,apple,red
4464,cherry,red
4465,banana,green
4466,apple,yellow
4467,banana,green
4468,apple,yellow
4469,cherry,purple
4470,banana,green
4471,banana,yellow
4472,banana,yellow
4473,banana,green
4474,cherry,red
4475,banana,yellow
4476,banana,yellow
4477,apple,green
4478,apple,yellow
4479,apple,green
4480,apple,red
4481,banana,green
4482,apple,yellow
4483,apple,green
4484,cherry,red
4485,cherry,red
4486,apple,red
4487,apple,red
4488,apple,red
4489,cherry,red
4490,apple,yellow
4491,cherry,purple
4492,apple,green
4493,banana,green
4494,banana,yellow
4495,cherry,red
4496,apple,green
4497,apple,yellow
4498,banana,green
4499,banana,yellow
4500,apple,yellow
4501,banana,yellow
4502,banana,yellow
4503,apple,yellow
4504,apple,yellow
4505,banana,green
4506,banana,yellow
4507,banana,green
4508,banana,yellow
4509,banana,green
4510,cherry,purple
4511,apple,green
4512,banana,yellow
4513,apple,red
4514,cherry,purple
4515,cherry,red
4516,banana,yellow
4517,banana,yellow
4518,apple,red
4519,apple,green
4520,banana,green
4521,cherry,red
4522,cherry,purple
4523,banana,yellow
4524,banana,yellow
4525,banana,yellow
4526,cherry,red
4527,banana,green
4528,apple,yellow
4529,banana,yellow
4530,banana,yellow
4531,banana,yellow
4532,apple,green
4533,cherry,purple
4534,cherry,purple
4535,banana,yellow
4536,apple,red
4537,apple,yellow
4538,apple,yellow
4539,cherry,red
4540,apple,green
4541,apple,red
4542,apple,yellow
4543,banana,yellow
4544,cherry,red
4545,cherry,purple
4546,apple,red
4547,banana,green
4548,apple,red
4549,apple,yellow
4550,apple,green
4551,apple,green
4552,banana,yellow
4553,banana,yellow
4554,banana,green
4555,apple,yellow
4556,apple,green
4557,apple,green
4558,apple,red
4559,banana,green
4560,apple,green
4561,banana,green
4562,apple,green
4563,banana,yellow
4564,apple,yellow
4565,apple,red
4566,apple,red
4567,apple,yellow
4568,apple,red
4569,apple,red
4570,cherry,purple
4571,apple,green
4572,banana,yellow
4573,apple,green
4574,banana,green
4575,apple,red
4576,cherry,red
4577,apple,yellow
4578,apple,yellow
4579,apple,yellow
4580,cherry,purple
4581,cherry,red
4582,banana,green
4583,apple,red
4584,cherry,red
4585,banana,yellow
4586,apple,red
4587,cherry,red
4588,banana,green
4589,apple,yellow
4590,cherry,red
4591,banana,yellow
4592,apple,yellow
4593,banana,yellow
4594,apple,red
4595,banana,green
4596,cherry,red
4597,banana,yellow
4598,apple,red
4599,apple,yellow
4600,apple,yellow
4601,cherry,red
4602,apple,green
4603,apple,green
4604,banana,green
4605,apple,green
4606,apple,green
4607,banana,yellow
4608,apple,red
4609,apple,red
4610,apple,yellow
4611,apple,green
4612,banana,yellow
4613,banana,green
4614,cherry,purple
4615,apple,red
4616,apple,red
4617,banana,yellow
4618,apple,yellow
4619,cherry,purple
4620,apple,green
4621,apple,green
4622,apple,red
4623,apple,yellow
4624,banana,yellow
4625,banana,yellow
4626,apple,green
4627,cherry,red
4628,cherry,purple
4629,apple,green
4630,cherry,red
4631,banana,yellow
4632,apple,red
4633,banana,green
4634,cherry,purple
4635,cherry,purple
4636,banana,yellow
4637,cherry,red
4638,banana,yellow
4639,apple,green
4640,banana,yellow
4641,apple,yellow
4642,apple,yellow
4643,apple,green
4644,banana,yellow
4645,apple,yellow
4646,apple,green
4647,banana,green
4648,apple,red
4649,apple,red
4650,banana,yellow
4651,cherry,purple
4652,banana,green
4653,apple,red
4654,apple,green
4655,banana,yellow
4656,apple,yellow
4657,apple,red
4658,banana,green
4659,cherry,purple
4660,cherry,red
4661,banana,yellow
4662,cherry,red
4663,banana,yellow
4664,banana,green
4665,apple,yellow
4666,cherry,purple
4667,banana,green
4668,cherry,purple
4669,apple,red
4670,banana,yellow
4671,cherry,red
4672,banana,green
4673,apple,red
4674,banana,yellow
4675,banana,green
4676,cherry,purple
4677,cherry,red
4678,cherry,red
4679,apple,red
4680,banana,green
4681,apple,red
4682,banana,green
4683,apple,green
4684,apple,red
4685,banana,yellow
4686,apple,green
4687,cherry,red
4688,banana,yellow
4689,apple,red
4690,cherry,red
4691,apple,red
4692,banana,green
4693,cherry,purple
4694,apple,yellow
4695,apple,red
4696,banana,green
4697,apple,red
4698,cherry,red
4699,apple,red
4700,apple,yellow
4701,banana,yellow
4702,cherry,red
4703,banana,green
4704,cherry,red
4705,apple,green
4706,cherry,purple
4707,cherry,purple
4708,apple,red
4709,apple,yellow
4710,banana,yellow
4711,apple,red
4712,apple,green
4713,apple,green
4714,apple,red
4715,apple,green
4716,apple,green
4717,banana,yellow
4718,cherry,purple
4719,banana,yellow
4720,banana,yellow
4721,apple,green
4722,apple,yellow
4723,apple,green
4724,cherry,red
4725,cherry,red
4726,apple,yellow
4727,apple,red
4728,banana,yellow
4729,cherry,purple
4730,banana,green
4731,apple,red
4732,apple,green
4733,banana,green
4734,cherry,red
4735,cherry,red
4736,cherry,red
4737,apple,green
4738,banana,green
4739,cherry,red
4740,banana,green
4741,apple,green
4742,cherry,red
4743,cherry,purple
4744,apple,green
4745,banana,green
4746,banana,green
4747,apple,yellow
4748,cherry,purple
4749,banana,green
4750,banana,green
4751,banana,yellow
4752,apple,yellow
4753,banana,yellow
4754,banana,yellow
4755,apple,red
4756,cherry,red
4757,apple,green
4758,cherry,red
4759,apple,green
4760,apple,red
4761,apple,red
4762,cherry,purple
4763,apple,red
4764,apple,red
4765,apple,yellow
4766,banana,green
4767,banana,green
4768,apple,yellow
4769,apple,yellow
4770,apple,yellow
4771,cherry,red
4772,apple,red
4773,apple,red
4774,apple,green
4775,apple,red
4776,banana,yellow
